iteration,cost
1315,2.089433
1316,2.062523
1317,2.049457
1318,2.060449
1319,2.074106
1320,2.071092
1321,2.064948
1322,2.068711
1323,2.059658
1324,2.074878
1325,2.066776
1326,2.086862
1327,2.059703
1328,2.082562
1329,2.090380
1330,2.048997
1331,2.094565
1332,2.069460
1333,2.073176
1334,2.050676
1335,2.069258
1336,2.088265
1337,2.049257
1338,2.087342
1339,2.056163
1340,2.067630
1341,2.054685
1342,2.079702
1343,2.083492
1344,2.037012
1345,2.070388
1346,2.061670
1347,2.044383
1348,2.065225
1349,2.025372
1350,2.045857
1351,2.060137
1352,2.074308
1353,2.082816
1354,2.057155
1355,2.064624
1356,2.064186
1357,2.063492
1358,2.083532
1359,2.056508
1360,2.050534
1361,2.043994
1362,2.070310
1363,2.066293
1364,2.047077
1365,2.061419
1366,2.069343
1367,2.072766
1368,2.061043
1369,2.040565
1370,2.052107
1371,2.052880
1372,2.071470
1373,2.039490
1374,2.043853
1375,2.078272
1376,2.053189
1377,2.045444
1378,2.066966
1379,2.060203
1380,2.076898
1381,2.069701
1382,2.034221
1383,2.040526
1384,2.073894
1385,2.072080
1386,2.075694
1387,2.065072
1388,2.062245
1389,2.060023
1390,2.050500
1391,2.036766
1392,2.040304
1393,2.072477
1394,2.045732
1395,2.064032
1396,2.051014
1397,2.055048
1398,2.062484
1399,2.061608
1400,2.051063
1401,2.047149
1402,2.052087
1403,2.051846
1404,2.053135
1405,2.064782
1406,2.058322
1407,2.038470
1408,2.059437
1409,2.052104
1410,2.067063
1411,2.068116
1412,2.065317
1413,2.054618
1414,2.056151
1415,2.049606
1416,2.044399
1417,2.050083
1418,2.050222
1419,2.065243
1420,2.049652
1421,2.036373
1422,2.052584
1423,2.035880
1424,2.040358
1425,2.041445
1426,2.049362
1427,2.046102
1428,2.044359
1429,2.062145
1430,2.039484
1431,2.060963
1432,2.049627
1433,2.068940
1434,2.050765
1435,2.044409
1436,2.087300
1437,2.051295
1438,2.077356
1439,2.040912
1440,2.060366
1441,2.041795
1442,2.075372
1443,2.036781
1444,2.039126
1445,2.065402
1446,2.038758
1447,2.020753
1448,2.052297
1449,2.062362
1450,2.057769
1451,2.047413
1452,2.041287
1453,2.009914
1454,2.033745
1455,2.093557
1456,2.055861
1457,2.054227
1458,2.057116
1459,2.050256
1460,2.052590
1461,2.058444
1462,2.021791
1463,2.039626
1464,2.031842
1465,2.034257
1466,2.059417
1467,2.075356
1468,2.027680
1469,2.041836
1470,2.056077
1471,2.063563
1472,2.047905
1473,2.062444
1474,2.034894
1475,2.037130
1476,2.030418
1477,2.047514
1478,2.047571
1479,2.087508
1480,2.043555
1481,2.049702
1482,2.058191
1483,2.052874
1484,2.047115
1485,2.053065
1486,2.074128
1487,2.028479
1488,2.043782
1489,2.030933
1490,2.023095
1491,2.052770
1492,2.051112
1493,2.033750
1494,2.067554
1495,2.049511
1496,2.041444
1497,2.036812
1498,2.044413
1499,2.053565
1500,2.054468
1501,2.051808
1502,2.037462
1503,2.048194
1504,2.046271
1505,2.039112
1506,2.031560
1507,2.044249
1508,2.045409
1509,2.053727
1510,2.042145
1511,2.036865
1512,2.049923
1513,2.039064
1514,2.038294
1515,2.039632
1516,2.031051
1517,2.054983
1518,2.031462
1519,2.057061
1520,2.066167
1521,2.053422
1522,2.052744
1523,2.024881
1524,2.027383
1525,2.047884
1526,2.074196
1527,2.015166
1528,2.034400
1529,2.028299
1530,2.044380
1531,2.057219
1532,2.029621
1533,2.035560
1534,2.047279
1535,2.034136
1536,2.039207
1537,2.057361
1538,2.051619
1539,2.037234
1540,2.049219
1541,2.057553
1542,2.015513
1543,2.034810
1544,2.039232
1545,2.022391
1546,2.040097
1547,2.045095
1548,2.010720
1549,2.014984
1550,2.027132
1551,2.027680
1552,2.008505
1553,2.054900
1554,2.047496
1555,2.016132
1556,2.041004
1557,2.058090
1558,2.040534
1559,2.053496
1560,2.052948
1561,2.032331
1562,2.041830
1563,2.039064
1564,2.032730
1565,2.035142
1566,2.043031
1567,2.044105
1568,2.028188
1569,2.050865
1570,2.066053
1571,2.019389
1572,2.021933
1573,2.032265
1574,2.033181
1575,2.018761
1576,2.013214
1577,2.012282
1578,2.043470
1579,2.025672
1580,2.047859
1581,2.026474
1582,2.034794
1583,2.038145
1584,2.038516
1585,2.031940
1586,2.051822
1587,2.026594
1588,2.044831
1589,2.018431
1590,2.025933
1591,2.037077
1592,2.034458
1593,2.044980
1594,2.029121
1595,2.014649
1596,2.006778
1597,2.029193
1598,2.026279
1599,2.014122
1600,2.019025
1601,2.023083
1602,2.022805
1603,2.025425
1604,2.030670
1605,2.023900
1606,2.050685
1607,2.031126
1608,2.049364
1609,2.046309
1610,2.021370
1611,2.020894
1612,2.022313
1613,2.037107
1614,2.010121
1615,2.039897
1616,2.033810
1617,2.032331
1618,2.030083
1619,2.045205
1620,2.028323
1621,2.038964
1622,2.024392
1623,2.048943
1624,2.043242
1625,2.032333
1626,2.036290
1627,2.032343
1628,2.036189
1629,2.038354
1630,2.014691
1631,2.045017
1632,2.028058
1633,2.036857
1634,2.044062
1635,2.005279
1636,2.043664
1637,2.052613
1638,2.019053
1639,2.015182
1640,1.991444
1641,2.032535
1642,2.047228
1643,2.046623
1644,2.030782
1645,2.033006
1646,2.046069
1647,2.027635
1648,2.035985
1649,2.040535
1650,2.029544
1651,2.045527
1652,2.025334
1653,2.030765
1654,2.045393
1655,2.038234
1656,2.024578
1657,2.029868
1658,2.039098
1659,2.001712
1660,2.043443
1661,2.020007
1662,2.031837
1663,2.023632
1664,2.032421
1665,2.042282
1666,2.015809
1667,2.043821
1668,1.996792
1669,2.040783
1670,2.036696
1671,2.017008
1672,2.033460
1673,2.005663
1674,2.012753
1675,2.007766
1676,2.034507
1677,2.036979
1678,2.028192
1679,2.020257
1680,2.022166
1681,2.010215
1682,2.038392
1683,2.047704
1684,2.025463
1685,2.019970
1686,2.010357
1687,2.021560
1688,2.007098
1689,2.010009
1690,2.035950
1691,2.021308
1692,1.999471
1693,2.037106
1694,2.012907
1695,2.013733
1696,2.029553
1697,2.002298
1698,2.042931
1699,2.038402
1700,2.033933
1701,2.013081
1702,2.016804
1703,2.055627
1704,2.020578
1705,2.003578
1706,2.013877
1707,2.032055
1708,2.018656
1709,2.027758
1710,2.052718
1711,2.022910
1712,2.033936
1713,2.032039
1714,2.031492
1715,2.046818
1716,2.043110
1717,2.026437
1718,2.046419
1719,2.043837
1720,2.012338
1721,2.007215
1722,2.011348
1723,2.026607
1724,2.005317
1725,2.007289
1726,2.041909
1727,2.036412
1728,1.994615
1729,2.019657
1730,2.015037
1731,2.012423
1732,2.016399
1733,2.001854
1734,1.981480
1735,2.012001
1736,2.000624
1737,2.019864
1738,2.027901
1739,2.010986
1740,2.017561
1741,2.022097
1742,2.015655
1743,2.038183
1744,2.028531
1745,2.037559
1746,2.025196
1747,2.018554
1748,2.027105
1749,2.028258
1750,2.010592
1751,2.033094
1752,2.040008
1753,1.993512
1754,2.020940
1755,2.006111
1756,2.009947
1757,2.013398
1758,2.029768
1759,2.016718
1760,2.019478
1761,1.999581
1762,2.020115
1763,2.032263
1764,2.011943
1765,2.002093
1766,2.010597
1767,2.013924
1768,2.021322
1769,2.006594
1770,2.008778
1771,2.033337
1772,2.012280
1773,2.005733
1774,2.013215
1775,2.016417
1776,2.004954
1777,2.011493
1778,2.030834
1779,2.029348
1780,2.021680
1781,2.013031
1782,2.012720
1783,2.033486
1784,2.020955
1785,2.029514
1786,2.002099
1787,2.007257
1788,2.011548
1789,2.002685
1790,2.033184
1791,1.985977
1792,2.034433
1793,2.002826
1794,2.030724
1795,1.996214
1796,2.021865
1797,2.015105
1798,2.001333
1799,1.999401
1800,2.006207
1801,2.038934
1802,2.006931
1803,2.009262
1804,2.028445
1805,2.000144
1806,2.006100
1807,2.027527
1808,2.038058
1809,2.008989
1810,2.001404
1811,2.048707
1812,2.005478
1813,2.010242
1814,2.002837
1815,2.018063
1816,2.016855
1817,2.003493
1818,1.980776
1819,2.045818
1820,2.012490
1821,2.017127
1822,2.021020
1823,2.000345
1824,2.004772
1825,2.024585
1826,2.026097
1827,2.016051
1828,2.006733
1829,2.015930
1830,2.021660
1831,1.997231
1832,2.026710
1833,1.996754
1834,1.998672
1835,2.025911
1836,2.005077
1837,1.990982
1838,2.018104
1839,2.011533
1840,1.998398
1841,2.021526
1842,2.027127
1843,2.026711
1844,1.975958
1845,2.020234
1846,2.011156
1847,2.018842
1848,2.000876
1849,1.999429
1850,1.981663
1851,2.006931
1852,1.997573
1853,2.033743
1854,1.979588
1855,2.019471
1856,2.012132
1857,2.002632
1858,2.007890
1859,2.008957
1860,2.005430
1861,2.024296
1862,2.005385
1863,2.008709
1864,2.024796
1865,2.001274
1866,1.995280
1867,2.030044
1868,1.998215
1869,2.006424
1870,1.997072
1871,1.989739
1872,2.005052
1873,2.009862
1874,2.021116
1875,2.020868
1876,2.016797
1877,1.999850
1878,2.024926
1879,1.981835
1880,1.988763
1881,2.011997
1882,2.003861
1883,2.006404
1884,2.010120
1885,2.018538
1886,2.011383
1887,2.016992
1888,2.010251
1889,2.009512
1890,2.002461
1891,2.000203
1892,2.012801
1893,1.974437
1894,1.999051
1895,2.006313
1896,2.018118
1897,1.999683
1898,1.990038
1899,1.992216
1900,1.996343
1901,2.015486
1902,1.988449
1903,2.005227
1904,1.974426
1905,2.002113
1906,2.009805
1907,2.017386
1908,1.972742
1909,1.999939
1910,2.012774
1911,2.007940
1912,2.012655
1913,2.011747
1914,2.005203
1915,1.991714
1916,2.008755
1917,2.014845
1918,2.005758
1919,1.991669
1920,2.017849
1921,1.987655
1922,2.007386
1923,1.996446
1924,1.982326
1925,1.978200
1926,1.999593
1927,1.999380
1928,1.986247
1929,2.002258
1930,2.002344
1931,1.995148
1932,1.993307
1933,1.980755
1934,2.003727
1935,1.982721
1936,2.008152
1937,2.007323
1938,1.987387
1939,2.020664
1940,2.015714
1941,1.993714
1942,1.988460
1943,1.983592
1944,1.979166
1945,2.000402
1946,2.010787
1947,2.005062
1948,2.005528
1949,1.984554
1950,1.990883
1951,1.992371
1952,2.024456
1953,2.028444
1954,1.991276
1955,1.992390
1956,2.009895
1957,1.992565
1958,2.004051
1959,1.976313
1960,2.015749
1961,2.015330
1962,2.004422
1963,1.994427
1964,2.007139
1965,2.013553
1966,1.996331
1967,1.976369
1968,2.021246
1969,1.987923
1970,1.999627
1971,2.010331
1972,2.007576
1973,2.001502
1974,2.002833
1975,2.005295
1976,2.017676
1977,1.973482
1978,1.990624
1979,2.026864
1980,1.982794
1981,2.001113
1982,1.998947
1983,1.989430
1984,2.014553
1985,2.007947
1986,2.011446
1987,1.992830
1988,2.015288
1989,2.005761
1990,1.991791
1991,2.003052
1992,2.013962
1993,1.997289
1994,1.971816
1995,2.012708
1996,2.000717
1997,2.020690
1998,1.993280
1999,2.007534
2000,2.006681
2001,1.988475
2002,1.992115
2003,1.991355
2004,2.001986
2005,2.016331
2006,2.010627
2007,2.007514
2008,2.014468
2009,1.987467
2010,1.984765
2011,1.972029
2012,1.989136
2013,1.996004
2014,2.022480
2015,1.989584
2016,1.999945
2017,1.979002
2018,1.981707
2019,2.026665
2020,2.013248
2021,1.983152
2022,1.992489
2023,1.994723
2024,1.999645
2025,2.019788
2026,1.999183
2027,1.994061
2028,1.974665
2029,1.991130
2030,1.996626
2031,1.980145
2032,2.013916
2033,2.003454
2034,1.985839
2035,1.986177
2036,1.987217
2037,1.980954
2038,2.006234
2039,1.998484
2040,1.988918
2041,1.979269
2042,1.995899
2043,1.981577
2044,2.007411
2045,2.003442
2046,1.987144
2047,1.989543
2048,2.008391
2049,1.992449
2050,1.988510
2051,2.012390
2052,1.952611
2053,1.971458
2054,1.989946
2055,1.994810
2056,1.989992
2057,1.971600
2058,2.015677
2059,1.990435
2060,1.994586
2061,1.975359
2062,1.993743
2063,1.998590
2064,1.982050
2065,1.988344
2066,1.991657
2067,2.008318
2068,2.010505
2069,1.984571
2070,1.991310
2071,1.983272
2072,1.980220
2073,1.996370
2074,1.976969
2075,1.999891
2076,2.013710
2077,1.995343
2078,1.980602
2079,2.009256
2080,1.978512
2081,1.994331
2082,2.018060
2083,1.995709
2084,1.985100
2085,1.996920
2086,1.967246
2087,2.005684
2088,1.995407
2089,1.973386
2090,1.987231
2091,1.988160
2092,1.978370
2093,1.967170
2094,1.961388
2095,1.983235
2096,1.977980
2097,2.004844
2098,1.998068
2099,1.996506
2100,2.009594
2101,1.989172
2102,2.009980
2103,1.976100
2104,1.986987
2105,2.003752
2106,2.006478
2107,1.988462
2108,2.005395
2109,1.984780
2110,1.984702
2111,1.973746
2112,1.995706
2113,2.018584
2114,1.997018
2115,1.977501
2116,1.978081
2117,1.986111
2118,1.980733
2119,1.992009
2120,1.981655
2121,1.962163
2122,1.994850
2123,1.996636
2124,2.009724
2125,1.990858
2126,1.991207
2127,2.007686
2128,1.992866
2129,1.984840
2130,1.979042
2131,1.970018
2132,1.974191
2133,1.978317
2134,1.960986
2135,1.970051
2136,1.989689
2137,2.011649
2138,1.998022
2139,1.970095
2140,1.997666
2141,1.979796
2142,1.992682
2143,1.969786
2144,2.007059
2145,1.956521
2146,1.972392
2147,1.962185
2148,1.997808
2149,1.997282
2150,1.980534
2151,1.972350
2152,1.973229
2153,1.986989
2154,1.986056
2155,2.011417
2156,1.978170
2157,1.996501
2158,1.992376
2159,1.995715
2160,1.977878
2161,1.964345
2162,1.986355
2163,1.974435
2164,1.994717
2165,1.974588
2166,1.963328
2167,1.958482
2168,1.985772
2169,2.001336
2170,2.010382
2171,1.997918
2172,1.973884
2173,2.001921
2174,1.975785
2175,1.985640
2176,1.963217
2177,1.979678
2178,1.984482
2179,1.977337
2180,1.992561
2181,1.981844
2182,1.986829
2183,1.966153
2184,1.998953
2185,2.005590
2186,2.009048
2187,1.973552
2188,1.988068
2189,1.979138
2190,1.983399
2191,1.962366
2192,1.966048
2193,1.984075
2194,2.005375
2195,1.983159
2196,1.971493
2197,1.979757
2198,1.990458
2199,1.997143
2200,1.976755
2201,2.013355
2202,1.975479
2203,1.967535
2204,1.994209
2205,1.990677
2206,1.974435
2207,1.944764
2208,1.979156
2209,1.991931
2210,1.996346
2211,1.986285
2212,1.965252
2213,1.989129
2214,1.982239
2215,1.979603
2216,1.983518
2217,2.009565
2218,1.984369
2219,1.978528
2220,1.979478
2221,1.955526
2222,1.966354
2223,1.972855
2224,1.983376
2225,1.994377
2226,1.981035
2227,1.972275
2228,1.986438
2229,2.007945
2230,1.981480
2231,1.956536
2232,1.986042
2233,1.978459
2234,1.991511
2235,1.982648
2236,1.989942
2237,1.982073
2238,1.975682
2239,1.948952
2240,1.975456
2241,1.966619
2242,1.956996
2243,1.967471
2244,1.971208
2245,1.965101
2246,1.977201
2247,1.982716
2248,1.994828
2249,1.976509
2250,1.996455
2251,1.959730
2252,1.961023
2253,1.983534
2254,1.985164
2255,1.985665
2256,1.965476
2257,2.008165
2258,1.993329
2259,2.008762
2260,1.966314
2261,1.985548
2262,1.968526
2263,1.965948
2264,1.975663
2265,1.945392
2266,1.974418
2267,1.995443
2268,1.988447
2269,1.984290
2270,1.975757
2271,1.975341
2272,1.985134
2273,1.949914
2274,1.971442
2275,1.950549
2276,1.973100
2277,1.945705
2278,1.958659
2279,1.995698
2280,1.978311
2281,1.992180
2282,1.975932
2283,1.963776
2284,1.983366
2285,1.975713
2286,1.967294
2287,1.979950
2288,1.981126
2289,1.950372
2290,1.969824
2291,1.976363
2292,1.982174
2293,2.003943
2294,1.988109
2295,1.949648
2296,1.967544
2297,1.972630
2298,1.969751
2299,1.986672
2300,1.964456
2301,2.015485
2302,1.976767
2303,1.973809
2304,1.964086
2305,1.986147
2306,1.983294
2307,1.979907
2308,1.966110
2309,1.961008
2310,1.980526
2311,1.958652
2312,1.991038
2313,1.961488
2314,1.987806
2315,1.979412
2316,1.991648
2317,1.980395
2318,1.966604
2319,1.967694
2320,1.994131
2321,1.950119
2322,1.968586
2323,1.955464
2324,1.978293
2325,1.980457
2326,1.984517
2327,1.976598
2328,1.966809
2329,1.978648
2330,1.985613
2331,1.982469
2332,1.985461
2333,1.952914
2334,1.968077
2335,1.976715
2336,1.978221
2337,1.968709
2338,1.985298
2339,1.983167
2340,1.991230
2341,1.948385
2342,2.007218
2343,1.981832
2344,1.993097
2345,1.955612
2346,1.943839
2347,1.995833
2348,1.986008
2349,1.962617
2350,1.968064
2351,1.970322
2352,1.959239
2353,1.976952
2354,1.996001
2355,1.967756
2356,1.994051
2357,1.945162
2358,1.991832
2359,1.986461
2360,1.971920
2361,1.962104
2362,1.986399
2363,1.974494
2364,1.980059
2365,1.977309
2366,1.990285
2367,2.002168
2368,1.970573
2369,1.960939
2370,1.953559
2371,1.985567
2372,1.970422
2373,1.966778
2374,1.969717
2375,1.983376
2376,1.984123
2377,1.977777
2378,1.982549
2379,1.964871
2380,1.981303
2381,1.966285
2382,1.981326
2383,1.956430
2384,1.983900
2385,1.970578
2386,1.971793
2387,1.962305
2388,1.976271
2389,1.981404
2390,1.945554
2391,1.973959
2392,1.977322
2393,1.971803
2394,1.992812
2395,1.978925
2396,1.961422
2397,1.973460
2398,1.979995
2399,1.981441
2400,1.979848
2401,1.961819
2402,1.958076
2403,1.950311
2404,1.964091
2405,1.970470
2406,1.978953
2407,1.952816
2408,1.968616
2409,1.974355
2410,1.967889
2411,1.987700
2412,1.955371
2413,1.977304
2414,1.961033
2415,1.980854
2416,1.956236
2417,1.969715
2418,1.969378
2419,1.979387
2420,1.948579
2421,1.991355
2422,1.997809
2423,1.981665
2424,1.965236
2425,1.978322
2426,1.952651
2427,1.945807
2428,1.954151
2429,1.965478
2430,1.973358
2431,1.957799
2432,1.970946
2433,1.941988
2434,1.972795
2435,1.960078
2436,1.980317
2437,1.973731
2438,1.934212
2439,1.957986
2440,1.974821
2441,1.949256
2442,1.960350
2443,1.962958
2444,1.960677
2445,1.960634
2446,1.993570
2447,1.960028
2448,1.956131
2449,1.979458
2450,1.960766
2451,1.938145
2452,1.971906
2453,1.960506
2454,1.971994
2455,1.963998
2456,1.987031
2457,1.977672
2458,1.945929
2459,1.939586
2460,1.973683
2461,1.960730
2462,1.981321
2463,1.980151
2464,1.960600
2465,1.964140
2466,1.942795
2467,1.983831
2468,1.963925
2469,1.969101
2470,1.952386
2471,1.980819
2472,1.970338
2473,1.945947
2474,1.965289
2475,1.946473
2476,1.977488
2477,1.959583
2478,1.957859
2479,1.941511
2480,1.950689
2481,1.979643
2482,1.973480
2483,1.957382
2484,1.937917
2485,1.975688
2486,1.967830
2487,1.938019
2488,1.979305
2489,1.949214
2490,1.965464
2491,1.975256
2492,1.950934
2493,1.953030
2494,1.958658
2495,1.950443
2496,1.958946
2497,1.959749
2498,1.969597
2499,1.953920
2500,1.962055
2501,1.935675
2502,1.988656
2503,1.984619
2504,1.961873
2505,1.957661
2506,1.972954
2507,1.968753
2508,1.954517
2509,1.969579
2510,1.943653
2511,1.971399
2512,1.972985
2513,1.976889
2514,1.957389
2515,1.951719
2516,1.979799
2517,1.942459
2518,1.929623
2519,1.950418
2520,1.970409
2521,1.923774
2522,1.963673
2523,1.944655
2524,1.948911
2525,1.989618
2526,1.980981
2527,1.973228
2528,1.945178
2529,1.954758
2530,1.967772
2531,1.956966
2532,1.962213
2533,1.962272
2534,1.963377
2535,1.942245
2536,1.966859
2537,1.960038
2538,1.956883
2539,1.954753
2540,1.938936
2541,1.974620
2542,1.932577
2543,1.976821
2544,1.952801
2545,1.931216
2546,1.938537
2547,1.966378
2548,1.952915
2549,1.976598
2550,1.952313
